country,year,attack type,target industry,financial loss (in million $),number of affected users,security vulnerability type,defense mechanism used,incident resolution time (in hours),data breach in gb,severity_kmeans,country_encoded,attack type_encoded,target industry_encoded,security vulnerability type_encoded,defense mechanism used_encoded,severity_kmeans_encoded
uk,2020,phishing,it,75.94,638693.0,weak passwords,antivirus,35.0,55.2,High,50.7941619047619,50.854168128888176,50.97536605796616,50.6939484857062,51.08555063478004,69.99341233766233
usa,2020,phishing,banking,55.9,618616.0,zero day,vpn,51.0,91.81,Medium,51.606640173410405,50.854168128888176,51.34587037037037,50.73063247408982,50.51369003690037,48.46779490529065
uk,2023,sql injection,retail,56.76,774426.0,social engineering,ai based detection,21.0,19.69,Medium,50.7941619047619,50.24415149006622,50.93712900096993,51.27242457487658,50.74505869797225,48.46779490529065
uk,2023,phishing,government,51.41,502006.5,unpatched software,encryption,64.0,77.35,Medium,50.7941619047619,50.854168128888176,52.12430513595166,50.39994936708861,50.98364175977653,48.46779490529065
india,2019,phishing,telecommunications,75.23,141627.0,unpatched software,ai based detection,64.0,84.74,High,48.44036096256684,50.854168128888176,51.06955882352941,50.39994936708861,50.74505869797225,69.99341233766233
uk,2020,phishing,it,3.93,845785.0,zero day,antivirus,69.0,18.7,Low,50.7941619047619,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
australia,2020,malware,retail,99.41,502006.5,zero day,antivirus,37.0,55.2,Critical,52.26311760612387,49.52314083921895,50.93712900096993,50.73063247408982,51.08555063478004,89.91338255033557
usa,2016,malware,retail,32.89,502006.5,social engineering,ai based detection,31.0,111.14,Medium,51.606640173410405,49.52314083921895,50.93712900096993,51.27242457487658,50.74505869797225,48.46779490529065
japan,2017,phishing,healthcare,21.66,277555.0,social engineering,ai based detection,45.0,9.14,Low,50.60352348993288,50.854168128888176,50.03413125590179,51.27242457487658,50.74505869797225,15.9447700770077
australia,2024,ransomware,education,85.86,461012.0,zero day,antivirus,37.0,146.18,Critical,52.26311760612387,50.373152852977924,48.46954841946814,50.73063247408982,51.08555063478004,89.91338255033557
russia,2021,sql injection,telecommunications,80.23,599291.0,zero day,firewall,55.0,12.65,Critical,50.27492296918767,50.24415149006622,51.06955882352941,50.73063247408982,50.07604240282686,89.91338255033557
uk,2020,man-in-the-middle,government,31.92,163602.0,unpatched software,vpn,26.0,177.79,Low,50.7941619047619,51.405620172648796,52.12430513595166,50.39994936708861,50.51369003690037,15.9447700770077
uk,2020,sql injection,government,39.03,986196.0,weak passwords,encryption,11.0,310.41,Medium,50.7941619047619,50.24415149006622,52.12430513595166,50.6939484857062,50.98364175977653,48.46779490529065
france,2024,ransomware,retail,99.03,349008.0,zero day,encryption,20.0,15.94,Critical,49.647629427792914,50.373152852977924,50.93712900096993,50.73063247408982,50.98364175977653,89.91338255033557
germany,2022,sql injection,retail,25.1,559667.0,zero day,antivirus,69.0,231.61,Low,53.41150070126228,50.24415149006622,50.93712900096993,50.73063247408982,51.08555063478004,15.9447700770077
uk,2018,ddos,it,67.27,335628.0,weak passwords,antivirus,20.0,101.41,High,50.7941619047619,52.0362353858145,50.97536605796616,50.6939484857062,51.08555063478004,69.99341233766233
uk,2016,phishing,education,29.89,385363.0,unpatched software,firewall,22.0,187.37,Low,50.7941619047619,50.854168128888176,48.46954841946814,50.39994936708861,50.07604240282686,15.9447700770077
usa,2021,man-in-the-middle,education,51.41,945793.0,zero day,firewall,37.0,55.2,Medium,51.606640173410405,51.405620172648796,48.46954841946814,50.73063247408982,50.07604240282686,48.46779490529065
russia,2016,sql injection,telecommunications,51.41,595950.0,social engineering,antivirus,37.0,37.79,Medium,50.27492296918767,50.24415149006622,51.06955882352941,51.27242457487658,51.08555063478004,48.46779490529065
japan,2020,phishing,education,12.61,756722.0,weak passwords,vpn,15.0,17.63,Low,50.60352348993288,50.854168128888176,48.46954841946814,50.6939484857062,50.51369003690037,15.9447700770077
australia,2024,ransomware,government,39.92,502006.5,social engineering,antivirus,54.0,14.38,Medium,52.26311760612387,50.373152852977924,52.12430513595166,51.27242457487658,51.08555063478004,48.46779490529065
uk,2015,malware,it,19.36,457790.0,zero day,encryption,39.0,16.06,Low,50.7941619047619,49.52314083921895,50.97536605796616,50.73063247408982,50.98364175977653,15.9447700770077
china,2024,ransomware,telecommunications,70.47,549337.0,social engineering,antivirus,63.0,48.64,High,49.59663946587538,50.373152852977924,51.06955882352941,51.27242457487658,51.08555063478004,69.99341233766233
france,2023,phishing,healthcare,53.34,502006.5,unpatched software,firewall,34.0,91.08,Medium,49.647629427792914,50.854168128888176,50.03413125590179,50.39994936708861,50.07604240282686,48.46779490529065
india,2022,malware,it,84.15,849745.0,social engineering,antivirus,37.0,82.68,Critical,48.44036096256684,49.52314083921895,50.97536605796616,51.27242457487658,51.08555063478004,89.91338255033557
brazil,2020,phishing,banking,27.64,826256.0,zero day,vpn,50.0,188.82,Low,51.0463731245923,50.854168128888176,51.34587037037037,50.73063247408982,50.51369003690037,15.9447700770077
uk,2017,ddos,it,9.01,617543.0,zero day,antivirus,43.0,55.67,Low,50.7941619047619,52.0362353858145,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
usa,2017,sql injection,it,9.08,895507.0,zero day,ai based detection,37.0,483.14,Low,51.606640173410405,50.24415149006622,50.97536605796616,50.73063247408982,50.74505869797225,15.9447700770077
uk,2020,sql injection,healthcare,67.9,2233.0,social engineering,antivirus,45.0,36.71,High,50.7941619047619,50.24415149006622,50.03413125590179,51.27242457487658,51.08555063478004,69.99341233766233
japan,2020,phishing,government,71.12,76776.0,unpatched software,antivirus,42.0,55.2,High,50.60352348993288,50.854168128888176,52.12430513595166,50.39994936708861,51.08555063478004,69.99341233766233
uk,2019,ransomware,retail,6.08,175261.0,zero day,vpn,64.0,139.56,Low,50.7941619047619,50.373152852977924,50.93712900096993,50.73063247408982,50.51369003690037,15.9447700770077
australia,2016,man-in-the-middle,healthcare,90.85,502006.5,unpatched software,antivirus,30.0,15.09,Critical,52.26311760612387,51.405620172648796,50.03413125590179,50.39994936708861,51.08555063478004,89.91338255033557
uk,2017,malware,healthcare,77.32,563706.0,unpatched software,ai based detection,35.0,10.95,High,50.7941619047619,49.52314083921895,50.03413125590179,50.39994936708861,50.74505869797225,69.99341233766233
india,2022,ddos,healthcare,51.41,254980.0,unpatched software,ai based detection,58.0,55.2,Medium,48.44036096256684,52.0362353858145,50.03413125590179,50.39994936708861,50.74505869797225,48.46779490529065
russia,2021,malware,it,51.41,869574.0,unpatched software,antivirus,16.0,39.05,Medium,50.27492296918767,49.52314083921895,50.97536605796616,50.39994936708861,51.08555063478004,48.46779490529065
russia,2015,malware,it,51.41,502006.5,zero day,vpn,21.0,159.33,Medium,50.27492296918767,49.52314083921895,50.97536605796616,50.73063247408982,50.51369003690037,48.46779490529065
brazil,2023,malware,telecommunications,62.77,422623.0,zero day,ai based detection,55.0,111.04,High,51.0463731245923,49.52314083921895,51.06955882352941,50.73063247408982,50.74505869797225,69.99341233766233
brazil,2021,malware,healthcare,83.06,937717.0,unpatched software,encryption,56.0,55.2,Critical,51.0463731245923,49.52314083921895,50.03413125590179,50.39994936708861,50.98364175977653,89.91338255033557
uk,2021,man-in-the-middle,telecommunications,71.64,416077.0,social engineering,vpn,39.0,15.33,High,50.7941619047619,51.405620172648796,51.06955882352941,51.27242457487658,50.51369003690037,69.99341233766233
australia,2019,man-in-the-middle,banking,47.67,112313.0,zero day,firewall,63.0,5.63,Medium,52.26311760612387,51.405620172648796,51.34587037037037,50.73063247408982,50.07604240282686,48.46779490529065
australia,2020,phishing,telecommunications,79.72,799971.0,zero day,firewall,63.0,27.94,High,52.26311760612387,50.854168128888176,51.06955882352941,50.73063247408982,50.07604240282686,69.99341233766233
japan,2020,man-in-the-middle,retail,47.11,690595.0,social engineering,antivirus,71.0,197.27,Medium,50.60352348993288,51.405620172648796,50.93712900096993,51.27242457487658,51.08555063478004,48.46779490529065
india,2017,phishing,government,69.69,713419.0,unpatched software,ai based detection,70.0,55.2,High,48.44036096256684,50.854168128888176,52.12430513595166,50.39994936708861,50.74505869797225,69.99341233766233
australia,2022,man-in-the-middle,healthcare,81.31,707365.0,zero day,antivirus,38.0,8.43,Critical,52.26311760612387,51.405620172648796,50.03413125590179,50.73063247408982,51.08555063478004,89.91338255033557
brazil,2020,malware,it,51.41,502006.5,unpatched software,antivirus,37.0,70.79,Medium,51.0463731245923,49.52314083921895,50.97536605796616,50.39994936708861,51.08555063478004,48.46779490529065
russia,2022,phishing,banking,85.01,923558.0,weak passwords,encryption,41.0,97.32,Critical,50.27492296918767,50.854168128888176,51.34587037037037,50.6939484857062,50.98364175977653,89.91338255033557
germany,2022,ddos,telecommunications,51.41,239313.0,social engineering,ai based detection,6.0,14.5,Medium,53.41150070126228,52.0362353858145,51.06955882352941,51.27242457487658,50.74505869797225,48.46779490529065
uk,2023,ransomware,it,60.08,874485.0,weak passwords,antivirus,48.0,68.76,High,50.7941619047619,50.373152852977924,50.97536605796616,50.6939484857062,51.08555063478004,69.99341233766233
uk,2016,sql injection,healthcare,51.41,90895.0,social engineering,vpn,29.0,55.2,Medium,50.7941619047619,50.24415149006622,50.03413125590179,51.27242457487658,50.51369003690037,48.46779490529065
china,2015,phishing,retail,51.41,502006.5,zero day,vpn,64.0,9.83,Medium,49.59663946587538,50.854168128888176,50.93712900096993,50.73063247408982,50.51369003690037,48.46779490529065
germany,2018,phishing,it,46.92,610201.0,weak passwords,vpn,72.0,93.38,Medium,53.41150070126228,50.854168128888176,50.97536605796616,50.6939484857062,50.51369003690037,48.46779490529065
usa,2021,ddos,telecommunications,1.98,863623.0,weak passwords,antivirus,37.0,126.62,Low,51.606640173410405,52.0362353858145,51.06955882352941,50.6939484857062,51.08555063478004,15.9447700770077
usa,2018,malware,healthcare,14.28,502006.5,weak passwords,antivirus,44.0,277.15,Low,51.606640173410405,49.52314083921895,50.03413125590179,50.6939484857062,51.08555063478004,15.9447700770077
japan,2021,sql injection,telecommunications,51.41,164032.0,zero day,firewall,5.0,265.26,Medium,50.60352348993288,50.24415149006622,51.06955882352941,50.73063247408982,50.07604240282686,48.46779490529065
russia,2020,man-in-the-middle,telecommunications,95.66,259993.0,weak passwords,antivirus,58.0,6.91,Critical,50.27492296918767,51.405620172648796,51.06955882352941,50.6939484857062,51.08555063478004,89.91338255033557
uk,2020,phishing,retail,90.13,232359.0,social engineering,antivirus,17.0,13.37,Critical,50.7941619047619,50.854168128888176,50.93712900096993,51.27242457487658,51.08555063478004,89.91338255033557
uk,2018,phishing,telecommunications,84.9,800031.0,zero day,encryption,10.0,118.22,Critical,50.7941619047619,50.854168128888176,51.06955882352941,50.73063247408982,50.98364175977653,89.91338255033557
uk,2016,phishing,healthcare,71.19,925040.0,unpatched software,encryption,37.0,55.2,High,50.7941619047619,50.854168128888176,50.03413125590179,50.39994936708861,50.98364175977653,69.99341233766233
brazil,2020,malware,it,51.41,273469.0,social engineering,ai based detection,67.0,55.2,Medium,51.0463731245923,49.52314083921895,50.97536605796616,51.27242457487658,50.74505869797225,48.46779490529065
germany,2020,malware,banking,22.84,797768.0,zero day,firewall,37.0,10000.0,Low,53.41150070126228,49.52314083921895,51.34587037037037,50.73063247408982,50.07604240282686,15.9447700770077
japan,2020,phishing,education,82.19,905203.0,weak passwords,antivirus,37.0,128.55,Critical,50.60352348993288,50.854168128888176,48.46954841946814,50.6939484857062,51.08555063478004,89.91338255033557
india,2023,phishing,telecommunications,51.41,512291.0,zero day,antivirus,51.0,299.87,Medium,48.44036096256684,50.854168128888176,51.06955882352941,50.73063247408982,51.08555063478004,48.46779490529065
uk,2017,phishing,telecommunications,51.41,502006.5,social engineering,vpn,9.0,55.2,Medium,50.7941619047619,50.854168128888176,51.06955882352941,51.27242457487658,50.51369003690037,48.46779490529065
uk,2015,ransomware,government,30.74,744505.0,zero day,antivirus,37.0,145.05,Low,50.7941619047619,50.373152852977924,52.12430513595166,50.73063247408982,51.08555063478004,15.9447700770077
brazil,2020,malware,banking,79.61,502006.5,weak passwords,firewall,27.0,55.2,High,51.0463731245923,49.52314083921895,51.34587037037037,50.6939484857062,50.07604240282686,69.99341233766233
brazil,2017,malware,banking,99.22,502006.5,weak passwords,antivirus,21.0,170.45,Critical,51.0463731245923,49.52314083921895,51.34587037037037,50.6939484857062,51.08555063478004,89.91338255033557
india,2016,phishing,retail,29.48,403737.0,zero day,firewall,26.0,17.13,Low,48.44036096256684,50.854168128888176,50.93712900096993,50.73063247408982,50.07604240282686,15.9447700770077
china,2019,phishing,retail,7.87,86783.0,zero day,antivirus,12.0,38.27,Low,49.59663946587538,50.854168128888176,50.93712900096993,50.73063247408982,51.08555063478004,15.9447700770077
australia,2022,phishing,telecommunications,86.77,390083.0,social engineering,vpn,37.0,26.36,Critical,52.26311760612387,50.854168128888176,51.06955882352941,51.27242457487658,50.51369003690037,89.91338255033557
brazil,2023,man-in-the-middle,banking,51.41,376174.0,social engineering,firewall,43.0,55.2,Medium,51.0463731245923,51.405620172648796,51.34587037037037,51.27242457487658,50.07604240282686,48.46779490529065
uk,2022,ransomware,it,51.41,502006.5,weak passwords,antivirus,61.0,1758.1,Medium,50.7941619047619,50.373152852977924,50.97536605796616,50.6939484857062,51.08555063478004,48.46779490529065
france,2020,phishing,banking,78.82,759804.0,unpatched software,antivirus,37.0,3.32,High,49.647629427792914,50.854168128888176,51.34587037037037,50.39994936708861,51.08555063478004,69.99341233766233
japan,2017,phishing,it,65.62,286208.0,zero day,firewall,57.0,55.2,High,50.60352348993288,50.854168128888176,50.97536605796616,50.73063247408982,50.07604240282686,69.99341233766233
usa,2020,malware,it,75.53,502006.5,unpatched software,antivirus,33.0,4.86,High,51.606640173410405,49.52314083921895,50.97536605796616,50.39994936708861,51.08555063478004,69.99341233766233
usa,2020,man-in-the-middle,it,36.06,48987.0,zero day,vpn,58.0,26.9,Medium,51.606640173410405,51.405620172648796,50.97536605796616,50.73063247408982,50.51369003690037,48.46779490529065
russia,2021,sql injection,it,68.07,538602.0,unpatched software,vpn,19.0,279.62,High,50.27492296918767,50.24415149006622,50.97536605796616,50.39994936708861,50.51369003690037,69.99341233766233
japan,2020,malware,healthcare,26.29,808392.0,weak passwords,antivirus,4.0,55.2,Low,50.60352348993288,49.52314083921895,50.03413125590179,50.6939484857062,51.08555063478004,15.9447700770077
uk,2020,ransomware,it,26.12,21580.0,weak passwords,ai based detection,14.0,10.84,Low,50.7941619047619,50.373152852977924,50.97536605796616,50.6939484857062,50.74505869797225,15.9447700770077
france,2020,phishing,government,94.44,209658.0,zero day,vpn,11.0,18.67,Critical,49.647629427792914,50.854168128888176,52.12430513595166,50.73063247408982,50.51369003690037,89.91338255033557
uk,2017,man-in-the-middle,retail,74.12,559889.0,zero day,vpn,10.0,55.2,High,50.7941619047619,51.405620172648796,50.93712900096993,50.73063247408982,50.51369003690037,69.99341233766233
france,2015,sql injection,government,12.92,502006.5,zero day,vpn,28.0,18.26,Low,49.647629427792914,50.24415149006622,52.12430513595166,50.73063247408982,50.51369003690037,15.9447700770077
